Date,Open,High,Low,Close,Adj Close,Volume
11/1/2014,75.470001,78.269997,72.510002,77.699997,77.699997,490965300
12/1/2014,77.260002,82.169998,74.400002,78.019997,78.019997,534632100
1/1/2015,78.580002,79.25,73.540001,75.910004,75.910004,545698200
2/1/2015,76.110001,81.370003,73.449997,78.970001,78.970001,474720300
3/1/2015,79,86.07,77.260002,82.220001,82.220001,574223800
4/1/2015,82.5,85.589996,78.32,78.769997,78.769997,541741400
5/1/2015,79.239998,81.849998,76.790001,79.190002,79.190002,421283500
6/1/2015,79.300003,89.400002,78.660004,85.769997,85.769997,537883500
7/1/2015,86.769997,99.239998,85.230003,94.010002,94.010002,790781000
8/1/2015,93.529999,98.739998,72,89.730003,89.730003,794774200
9/1/2015,86.849998,96.489998,85.720001,89.900002,89.900002,634526500
10/1/2015,90.050003,105.120003,88.360001,101.970001,101.970001,571192300
11/1/2015,101.720001,110.650002,100.470001,104.239998,104.239998,542369900
12/1/2015,104.830002,107.919998,101.459999,104.660004,104.660004,440059600
1/1/2016,101.949997,112.839996,89.370003,112.209999,112.209999,792410100
2/1/2016,112.269997,117.589996,96.82,106.919998,106.919998,873671800
3/1/2016,107.830002,116.989998,104.400002,114.099998,114.099998,521306200
4/1/2016,113.75,120.790001,106.309998,117.580002,117.580002,741132500
5/1/2016,117.830002,121.080002,115.879997,118.809998,118.809998,459696300
6/1/2016,118.5,119.440002,108.230003,114.279999,114.279999,450837700
7/1/2016,114.199997,128.330002,112.970001,123.940002,123.940002,464098700
8/1/2016,123.849998,126.730003,122.07,126.120003,126.120003,365460600
9/1/2016,126.379997,131.979996,125.599998,128.270004,128.270004,376355700
10/1/2016,128.380005,133.5,126.75,130.990005,130.990005,313200300
11/1/2016,131.410004,131.940002,113.550003,118.419998,118.419998,643698100
12/1/2016,118.379997,122.5,114,115.050003,115.050003,408552500
1/1/2017,116.029999,133.139999,115.510002,130.320007,130.320007,378873600
2/1/2017,132.25,137.179993,130.300003,135.539993,135.539993,384675700
3/1/2017,136.470001,142.949997,136.080002,142.050003,142.050003,342098600
4/1/2017,141.929993,151.529999,138.809998,150.25,150.25,275502100
5/1/2017,151.740005,153.600006,144.419998,151.460007,151.460007,403586900
6/1/2017,151.75,156.5,144.559998,150.979996,150.979996,414677400
7/1/2017,151.720001,175.490005,147.800003,169.25,169.25,419907600
8/1/2017,169.820007,173.050003,165,171.970001,171.970001,303622800
9/1/2017,172.399994,174,161.559998,170.869995,170.869995,304818300
10/1/2017,171.389999,180.800003,168.289993,180.059998,180.059998,318146600
11/1/2017,182.360001,184.25,174,177.179993,177.179993,350998700
